#Date/Time of Update: 2019-10-18 15:44:18 GMT,#Game ID,#Game Date,#Game Time,#Schedule Status,#Played Status,#Current Period,#Current Period Seconds Remaining,#Current Intermission,#Away Team ID,#Away Team Abbr.,#Away Team City,#Away Team Name,#Home Team ID,#Home Team Abbr.,#Home Team City,#Home Team Name,#Venue ID,#Venue Name,#Away Score,#Home Score Total,#Quarter 1 Away Score,#Quarter 1 Home Score,#Quarter 2 Away Score,#Quarter 2 Home Score,#Quarter 3 Away Score,#Quarter 3 Home Score,#Quarter 4 Away Score,#Quarter 4 Home Score
,33941,10/25/16,23:30:00 GMT,NORMAL,COMPLETED,,,,83,NYK,New York,Knicks,86,CLE,Cleveland,Cavaliers,80,Quicken Loans Arena,88,117,18,28,27,20,19,34,24,35
,33942,10/25/16,02:00:00 GMT,NORMAL,COMPLETED,,,,98,UTA,Utah,Jazz,97,POR,Portland,Trail Blazers,91,Moda Center,104,113,26,26,20,28,37,23,21,36
,33943,10/25/16,02:30:00 GMT,NORMAL,COMPLETED,,,,106,SAS,San Antonio,Spurs,101,GSW,Golden State,Warriors,95,Oracle Arena,129,100,31,20,33,26,33,31,32,23
,33944,10/26/16,23:00:00 GMT,NORMAL,COMPLETED,,,,92,MIA,Miami,Heat,95,ORL,Orlando,Magic,89,Amway Center,108,96,23,27,27,26,30,16,28,27
,33945,10/26/16,23:00:00 GMT,NORMAL,COMPLETED,,,,108,DAL,Dallas,Mavericks,87,IND,Indiana,Pacers,81,Bankers Life Fieldhouse,121,130,21,33,31,26,33,35,30,21
,33946,10/26/16,23:30:00 GMT,NORMAL,COMPLETED,,,,84,BRO,Brooklyn,Nets,82,BOS,Boston,Celtics,27,TD Garden,117,122,31,33,27,31,23,33,36,25
,33947,10/26/16,23:30:00 GMT,NORMAL,COMPLETED,,,,88,DET,Detroit,Pistons,81,TOR,Toronto,Raptors,1,Air Canada Center,91,109,23,33,23,25,25,28,20,23
,33948,10/26/16,00:00:00 GMT,NORMAL,COMPLETED,,,,93,CHA,Charlotte,Hornets,90,MIL,Milwaukee,Bucks,84,BMO Bradley Harris Center,107,96,32,24,24,17,27,25,24,30
,33949,10/26/16,00:00:00 GMT,NORMAL,COMPLETED,,,,100,MIN,Minnesota,Timberwolves,107,MEM,Memphis,Grizzlies,100,FedEx Forum,98,102,32,29,27,21,16,26,23,26
,33950,10/26/16,00:00:00 GMT,NORMAL,COMPLETED,,,,99,DEN,Denver,Nuggets,110,NOP,New Orleans,Pelicans,103,Smoothie King Center,107,102,30,24,30,24,25,29,22,25
,33951,10/26/16,00:00:00 GMT,NORMAL,COMPLETED,,,,96,OKL,Oklahoma City,Thunder,85,PHI,Philadelphia,76ers,29,Wells Fargo Center,103,97,23,24,28,27,18,24,34,22
,33952,10/26/16,02:00:00 GMT,NORMAL,COMPLETED,,,,103,SAC,Sacramento,Kings,104,PHX,Phoenix,Suns,98,Talking Stick Resort Arena,113,94,30,19,27,19,27,29,29,27
,33953,10/26/16,02:30:00 GMT,NORMAL,COMPLETED,,,,109,HOU,Houston,Rockets,105,LAL,Los Angeles,Lakers,25,Staples Center,114,120,38,38,33,25,25,27,18,30
,33954,10/27/16,23:30:00 GMT,NORMAL,COMPLETED,,,,94,WAS,Washington,Wizards,91,ATL,Atlanta,Hawks,20,Philips Arena,99,114,27,29,29,28,24,24,19,33
,33955,10/27/16,00:00:00 GMT,NORMAL,COMPLETED,,,,82,BOS,Boston,Celtics,89,CHI,Chicago,Bulls,10,KeyBank Center,99,105,20,30,29,27,24,22,26,26
,33956,10/27/16,02:30:00 GMT,NORMAL,COMPLETED,,,,106,SAS,San Antonio,Spurs,103,SAC,Sacramento,Kings,97,Sleep Train Arena,102,94,27,29,26,28,23,14,26,23
,33957,10/27/16,02:30:00 GMT,NORMAL,COMPLETED,,,,102,LAC,Los Angeles,Clippers,97,POR,Portland,Trail Blazers,91,Moda Center,114,106,28,27,30,22,24,33,32,24
,33958,10/28/16,23:00:00 GMT,NORMAL,COMPLETED,,,,86,CLE,Cleveland,Cavaliers,81,TOR,Toronto,Raptors,1,Air Canada Center,94,91,28,23,22,17,21,27,23,24
,33959,10/28/16,23:30:00 GMT,NORMAL,COMPLETED,,,,87,IND,Indiana,Pacers,84,BRO,Brooklyn,Nets,78,Barclays Center,94,103,27,20,21,32,31,20,15,31
,33960,10/28/16,23:30:00 GMT,NORMAL,COMPLETED,,,,95,ORL,Orlando,Magic,88,DET,Detroit,Pistons,82,The Palace of Auburn Hills,82,108,22,24,9,30,20,32,31,22
,33961,10/28/16,00:00:00 GMT,NORMAL,COMPLETED,,,,104,PHX,Phoenix,Suns,96,OKL,Oklahoma City,Thunder,90,Chesapeake Energy Arena,110,113,40,25,13,24,30,28,19,25
,33962,10/28/16,00:00:00 GMT,NORMAL,COMPLETED,,,,93,CHA,Charlotte,Hornets,92,MIA,Miami,Heat,86,American Airlines Arena,97,91,21,23,25,34,27,20,24,14
,33963,10/28/16,00:30:00 GMT,NORMAL,COMPLETED,,,,109,HOU,Houston,Rockets,108,DAL,Dallas,Mavericks,2,American Airlines Center,106,98,24,24,28,26,25,17,29,31
,33964,10/28/16,01:00:00 GMT,NORMAL,COMPLETED,,,,105,LAL,Los Angeles,Lakers,98,UTA,Utah,Jazz,92,Vivint Smart Home Arena,89,96,27,28,16,20,22,17,24,31
,33965,10/28/16,01:30:00 GMT,NORMAL,COMPLETED,,,,101,GSW,Golden State,Warriors,110,NOP,New Orleans,Pelicans,103,Smoothie King Center,122,114,32,22,27,28,33,31,30,33
,33966,10/29/16,16:30:00 GMT,NORMAL,COMPLETED,,,,91,ATL,Atlanta,Hawks,85,PHI,Philadelphia,76ers,29,Wells Fargo Center,104,72,29,24,24,15,21,19,30,14
,33967,10/29/16,23:00:00 GMT,NORMAL,COMPLETED,,,,82,BOS,Boston,Celtics,93,CHA,Charlotte,Hornets,87,Spectrum Center,104,98,28,19,16,22,27,31,33,26
,33968,10/29/16,23:30:00 GMT,NORMAL,COMPLETED,,,,107,MEM,Memphis,Grizzlies,83,NYK,New York,Knicks,12,Madison Square Garden,104,111,19,32,30,25,28,25,27,29
,33969,10/29/16,23:30:00 GMT,NORMAL,COMPLETED,,,,95,ORL,Orlando,Magic,86,CLE,Cleveland,Cavaliers,80,Quicken Loans Arena,99,105,20,33,25,29,17,18,37,25
,33970,10/29/16,00:00:00 GMT,NORMAL,COMPLETED,,,,87,IND,Indiana,Pacers,89,CHI,Chicago,Bulls,10,KeyBank Center,101,118,20,24,21,38,26,30,34,26
,33971,10/29/16,00:00:00 GMT,NORMAL,COMPLETED,,,,84,BRO,Brooklyn,Nets,90,MIL,Milwaukee,Bucks,84,BMO Bradley Harris Center,108,110,18,24,23,22,32,34,35,30
,33972,10/29/16,00:00:00 GMT,NORMAL,COMPLETED,,,,110,NOP,New Orleans,Pelicans,106,SAS,San Antonio,Spurs,99,AT&T Center,79,98,23,28,22,27,15,28,19,15
,33973,10/29/16,01:00:00 GMT,NORMAL,COMPLETED,,,,97,POR,Portland,Trail Blazers,99,DEN,Denver,Nuggets,19,Pepsi Center,115,113,33,28,29,26,19,34,23,16
,33974,10/29/16,02:30:00 GMT,NORMAL,COMPLETED,,,,100,MIN,Minnesota,Timberwolves,103,SAC,Sacramento,Kings,97,Sleep Train Arena,103,106,34,25,31,29,12,31,26,21
,33975,10/30/16,20:30:00 GMT,NORMAL,COMPLETED,,,,98,UTA,Utah,Jazz,102,LAC,Los Angeles,Clippers,25,Staples Center,75,88,22,19,13,23,21,27,19,19
,33976,10/30/16,22:00:00 GMT,NORMAL,COMPLETED,,,,101,GSW,Golden State,Warriors,104,PHX,Phoenix,Suns,98,Talking Stick Resort Arena,106,100,22,30,33,27,26,21,25,22
,33977,10/30/16,22:00:00 GMT,NORMAL,COMPLETED,,,,106,SAS,San Antonio,Spurs,92,MIA,Miami,Heat,86,American Airlines Arena,106,99,24,19,28,25,25,28,29,27
,33978,10/30/16,22:00:00 GMT,NORMAL,COMPLETED,,,,90,MIL,Milwaukee,Bucks,88,DET,Detroit,Pistons,82,The Palace of Auburn Hills,83,98,21,24,18,26,26,25,18,23
,33980,10/30/16,23:00:00 GMT,NORMAL,COMPLETED,,,,105,LAL,Los Angeles,Lakers,96,OKL,Oklahoma City,Thunder,90,Chesapeake Energy Arena,96,113,24,30,22,28,25,19,25,36
,33979,10/30/16,00:00:00 GMT,NORMAL,COMPLETED,,,,94,WAS,Washington,Wizards,107,MEM,Memphis,Grizzlies,100,FedEx Forum,103,112,22,27,32,31,23,20,23,22
,33981,10/30/16,00:00:00 GMT,NORMAL,COMPLETED,,,,108,DAL,Dallas,Mavericks,109,HOU,Houston,Rockets,102,Toyota Center,92,93,25,34,28,29,17,17,22,13
,33982,10/31/16,23:30:00 GMT,NORMAL,COMPLETED,,,,99,DEN,Denver,Nuggets,81,TOR,Toronto,Raptors,1,Air Canada Center,102,105,24,33,25,29,35,26,18,17
,33983,10/31/16,23:30:00 GMT,NORMAL,COMPLETED,,,,89,CHI,Chicago,Bulls,84,BRO,Brooklyn,Nets,78,Barclays Center,118,88,38,20,27,24,28,22,25,22
,33984,10/31/16,23:30:00 GMT,NORMAL,COMPLETED,,,,103,SAC,Sacramento,Kings,91,ATL,Atlanta,Hawks,20,Philips Arena,95,106,15,22,29,31,37,26,14,27
,33985,10/31/16,02:30:00 GMT,NORMAL,COMPLETED,,,,104,PHX,Phoenix,Suns,102,LAC,Los Angeles,Clippers,25,Staples Center,98,116,24,24,12,24,34,34,28,34
,33987,11/1/16,22:00:00 GMT,NORMAL,COMPLETED,,,,109,HOU,Houston,Rockets,86,CLE,Cleveland,Cavaliers,80,Quicken Loans Arena,120,128,35,29,24,34,25,22,36,43
,33986,11/1/16,23:00:00 GMT,NORMAL,COMPLETED,,,,95,ORL,Orlando,Magic,85,PHI,Philadelphia,76ers,29,Wells Fargo Center,103,101,24,29,19,28,41,30,19,14
,33988,11/1/16,23:00:00 GMT,NORMAL,COMPLETED,,,,105,LAL,Los Angeles,Lakers,87,IND,Indiana,Pacers,81,Bankers Life Fieldhouse,108,115,18,27,33,35,28,22,29,31
,33989,11/1/16,23:30:00 GMT,NORMAL,COMPLETED,,,,103,SAC,Sacramento,Kings,92,MIA,Miami,Heat,86,American Airlines Arena,96,108,26,28,24,26,17,19,24,18
,33990,11/1/16,23:30:00 GMT,NORMAL,COMPLETED,,,,83,NYK,New York,Knicks,88,DET,Detroit,Pistons,82,The Palace of Auburn Hills,89,102,29,32,26,32,24,22,10,16
,33991,11/1/16,00:00:00 GMT,NORMAL,COMPLETED,,,,90,MIL,Milwaukee,Bucks,110,NOP,New Orleans,Pelicans,103,Smoothie King Center,117,113,29,32,34,22,21,32,33,27
,33992,11/1/16,00:00:00 GMT,NORMAL,COMPLETED,,,,107,MEM,Memphis,Grizzlies,100,MIN,Minnesota,Timberwolves,94,Target Center,80,116,16,29,20,33,23,35,21,19
,33993,11/1/16,00:30:00 GMT,NORMAL,COMPLETED,,,,98,UTA,Utah,Jazz,106,SAS,San Antonio,Spurs,99,AT&T Center,106,91,38,28,16,22,19,21,33,20
,33994,11/1/16,02:00:00 GMT,NORMAL,COMPLETED,,,,101,GSW,Golden State,Warriors,97,POR,Portland,Trail Blazers,91,Moda Center,127,104,34,25,25,28,41,20,27,31
,33995,11/2/16,23:00:00 GMT,NORMAL,COMPLETED,,,,81,TOR,Toronto,Raptors,94,WAS,Washington,Wizards,13,Verizon Center,113,103,27,29,27,27,30,19,29,28
,33996,11/2/16,23:00:00 GMT,NORMAL,COMPLETED,,,,85,PHI,Philadelphia,76ers,93,CHA,Charlotte,Hornets,87,Spectrum Center,93,109,26,26,27,20,20,39,20,24
,33997,11/2/16,23:30:00 GMT,NORMAL,COMPLETED,,,,88,DET,Detroit,Pistons,84,BRO,Brooklyn,Nets,78,Barclays Center,101,109,30,38,25,33,26,21,20,17
,33998,11/2/16,23:30:00 GMT,NORMAL,COMPLETED,,,,109,HOU,Houston,Rockets,83,NYK,New York,Knicks,12,Madison Square Garden,118,99,33,25,35,26,32,27,18,21
,33999,11/2/16,23:30:00 GMT,NORMAL,COMPLETED,,,,105,LAL,Los Angeles,Lakers,91,ATL,Atlanta,Hawks,20,Philips Arena,123,116,28,37,23,23,39,34,33,22
,34000,11/2/16,00:00:00 GMT,NORMAL,COMPLETED,,,,110,NOP,New Orleans,Pelicans,107,MEM,Memphis,Grizzlies,100,FedEx Forum,83,89,13,21,35,20,11,25,16,9
,34001,11/2/16,00:00:00 GMT,NORMAL,COMPLETED,,,,89,CHI,Chicago,Bulls,82,BOS,Boston,Celtics,27,TD Garden,100,107,25,36,27,19,18,26,30,26
,34002,11/2/16,01:00:00 GMT,NORMAL,COMPLETED,,,,108,DAL,Dallas,Mavericks,98,UTA,Utah,Jazz,92,Vivint Smart Home Arena,81,97,14,15,19,26,26,25,22,31
,34003,11/2/16,02:00:00 GMT,NORMAL,COMPLETED,,,,97,POR,Portland,Trail Blazers,104,PHX,Phoenix,Suns,98,Talking Stick Resort Arena,115,118,28,28,25,29,20,19,30,27
,34004,11/2/16,02:30:00 GMT,NORMAL,COMPLETED,,,,96,OKL,Oklahoma City,Thunder,102,LAC,Los Angeles,Clippers,25,Staples Center,85,83,23,24,26,17,16,25,20,17
,34005,11/3/16,23:00:00 GMT,NORMAL,COMPLETED,,,,103,SAC,Sacramento,Kings,95,ORL,Orlando,Magic,89,Amway Center,94,102,29,23,21,33,28,28,16,18
,34006,11/3/16,00:00:00 GMT,NORMAL,COMPLETED,,,,87,IND,Indiana,Pacers,90,MIL,Milwaukee,Bucks,84,BMO Bradley Harris Center,107,125,30,29,27,34,22,27,28,35
,34007,11/3/16,00:00:00 GMT,NORMAL,COMPLETED,,,,99,DEN,Denver,Nuggets,100,MIN,Minnesota,Timberwolves,94,Target Center,102,99,25,37,30,24,33,14,14,24
,34008,11/3/16,00:00:00 GMT,NORMAL,COMPLETED,,,,82,BOS,Boston,Celtics,86,CLE,Cleveland,Cavaliers,80,Quicken Loans Arena,122,128,25,36,26,32,32,32,39,28
,34009,11/3/16,02:30:00 GMT,NORMAL,COMPLETED,,,,96,OKL,Oklahoma City,Thunder,101,GSW,Golden State,Warriors,95,Oracle Arena,96,122,32,31,11,37,27,30,26,24
,34010,11/4/16,23:00:00 GMT,NORMAL,COMPLETED,,,,91,ATL,Atlanta,Hawks,94,WAS,Washington,Wizards,13,Verizon Center,92,95,19,19,16,29,28,23,29,24
,34011,11/4/16,23:30:00 GMT,NORMAL,COMPLETED,,,,92,MIA,Miami,Heat,81,TOR,Toronto,Raptors,1,Air Canada Center,87,96,27,25,19,27,26,23,15,21
,34012,11/4/16,23:30:00 GMT,NORMAL,COMPLETED,,,,93,CHA,Charlotte,Hornets,84,BRO,Brooklyn,Nets,78,Barclays Center,99,95,23,23,20,27,30,20,26,25
,34013,11/4/16,00:00:00 GMT,NORMAL,COMPLETED,,,,83,NYK,New York,Knicks,89,CHI,Chicago,Bulls,10,KeyBank Center,117,104,32,23,24,34,28,24,33,23
,34014,11/4/16,00:00:00 GMT,NORMAL,COMPLETED,,,,102,LAC,Los Angeles,Clippers,107,MEM,Memphis,Grizzlies,100,FedEx Forum,99,88,23,20,30,15,23,22,23,31
,34015,11/4/16,00:00:00 GMT,NORMAL,COMPLETED,,,,104,PHX,Phoenix,Suns,110,NOP,New Orleans,Pelicans,103,Smoothie King Center,112,111,30,29,28,32,23,18,21,23
,34016,11/4/16,00:30:00 GMT,NORMAL,COMPLETED,,,,97,POR,Portland,Trail Blazers,108,DAL,Dallas,Mavericks,2,American Airlines Center,105,95,26,26,29,26,24,24,26,19
,34017,11/4/16,01:00:00 GMT,NORMAL,COMPLETED,,,,106,SAS,San Antonio,Spurs,98,UTA,Utah,Jazz,92,Vivint Smart Home Arena,100,86,27,17,26,24,29,25,18,20
,34018,11/4/16,02:30:00 GMT,NORMAL,COMPLETED,,,,101,GSW,Golden State,Warriors,105,LAL,Los Angeles,Lakers,25,Staples Center,97,117,15,24,34,41,33,28,15,24
,34019,11/5/16,22:00:00 GMT,NORMAL,COMPLETED,,,,100,MIN,Minnesota,Timberwolves,96,OKL,Oklahoma City,Thunder,90,Chesapeake Energy Arena,92,112,25,32,28,27,19,31,20,22
,34020,11/5/16,23:00:00 GMT,NORMAL,COMPLETED,,,,86,CLE,Cleveland,Cavaliers,85,PHI,Philadelphia,76ers,29,Wells Fargo Center,102,101,34,19,23,27,25,34,20,21
,34021,11/5/16,23:00:00 GMT,NORMAL,COMPLETED,,,,94,WAS,Washington,Wizards,95,ORL,Orlando,Magic,89,Amway Center,86,88,24,20,26,20,20,21,16,27
,34022,11/5/16,23:00:00 GMT,NORMAL,COMPLETED,,,,99,DEN,Denver,Nuggets,88,DET,Detroit,Pistons,82,The Palace of Auburn Hills,86,103,12,29,32,22,23,26,19,26
,34023,11/5/16,23:00:00 GMT,NORMAL,COMPLETED,,,,89,CHI,Chicago,Bulls,87,IND,Indiana,Pacers,81,Bankers Life Fieldhouse,94,111,15,31,28,31,21,26,30,23
,34024,11/5/16,23:30:00 GMT,NORMAL,COMPLETED,,,,109,HOU,Houston,Rockets,91,ATL,Atlanta,Hawks,20,Philips Arena,97,112,30,30,29,35,25,28,13,19
,34025,11/5/16,00:00:00 GMT,NORMAL,COMPLETED,,,,103,SAC,Sacramento,Kings,90,MIL,Milwaukee,Bucks,84,BMO Bradley Harris Center,91,117,24,34,24,27,15,29,28,27
,34026,11/5/16,00:30:00 GMT,NORMAL,COMPLETED,,,,102,LAC,Los Angeles,Clippers,106,SAS,San Antonio,Spurs,99,AT&T Center,116,92,39,24,34,31,16,17,27,20
,34027,11/6/16,17:00:00 GMT,NORMAL,COMPLETED,,,,98,UTA,Utah,Jazz,83,NYK,New York,Knicks,12,Madison Square Garden,114,109,20,30,29,24,29,26,36,29
,34028,11/6/16,20:30:00 GMT,NORMAL,COMPLETED,,,,97,POR,Portland,Trail Blazers,107,MEM,Memphis,Grizzlies,100,FedEx Forum,100,94,25,22,22,29,29,26,24,17
,34029,11/6/16,23:00:00 GMT,NORMAL,COMPLETED,,,,103,SAC,Sacramento,Kings,81,TOR,Toronto,Raptors,1,Air Canada Center,96,91,20,23,24,27,24,16,28,25
,34030,11/6/16,00:00:00 GMT,NORMAL,COMPLETED,,,,90,MIL,Milwaukee,Bucks,108,DAL,Dallas,Mavericks,2,American Airlines Center,75,86,27,19,12,28,17,12,18,15
,34031,11/6/16,00:30:00 GMT,NORMAL,COMPLETED,,,,99,DEN,Denver,Nuggets,82,BOS,Boston,Celtics,27,TD Garden,123,107,42,23,35,29,26,31,20,24
,34032,11/6/16,02:30:00 GMT,NORMAL,COMPLETED,,,,104,PHX,Phoenix,Suns,105,LAL,Los Angeles,Lakers,25,Staples Center,108,119,15,23,28,31,33,29,32,36
,34033,11/7/16,00:00:00 GMT,NORMAL,COMPLETED,,,,98,UTA,Utah,Jazz,85,PHI,Philadelphia,76ers,29,Wells Fargo Center,109,84,30,24,22,19,25,18,32,23
,34034,11/7/16,00:00:00 GMT,NORMAL,COMPLETED,,,,109,HOU,Houston,Rockets,94,WAS,Washington,Wizards,13,Verizon Center,114,106,23,30,33,17,28,36,30,23
,34035,11/7/16,00:00:00 GMT,NORMAL,COMPLETED,,,,87,IND,Indiana,Pacers,93,CHA,Charlotte,Hornets,87,Spectrum Center,100,122,34,43,21,32,23,24,22,23
,34036,11/7/16,01:00:00 GMT,NORMAL,COMPLETED,,,,95,ORL,Orlando,Magic,89,CHI,Chicago,Bulls,10,KeyBank Center,80,112,24,37,28,24,11,27,17,24
,34037,11/7/16,01:00:00 GMT,NORMAL,COMPLETED,,,,92,MIA,Miami,Heat,96,OKL,Oklahoma City,Thunder,90,Chesapeake Energy Arena,85,97,28,39,19,16,14,28,24,14
,34038,11/7/16,03:30:00 GMT,NORMAL,COMPLETED,,,,88,DET,Detroit,Pistons,102,LAC,Los Angeles,Clippers,25,Staples Center,82,114,15,33,17,29,21,29,29,23
,34039,11/7/16,03:30:00 GMT,NORMAL,COMPLETED,,,,110,NOP,New Orleans,Pelicans,101,GSW,Golden State,Warriors,95,Oracle Arena,106,116,24,28,25,35,29,21,28,32
,34040,11/8/16,00:00:00 GMT,NORMAL,COMPLETED,,,,91,ATL,Atlanta,Hawks,86,CLE,Cleveland,Cavaliers,80,Quicken Loans Arena,110,106,20,20,33,22,31,37,26,27
,34041,11/8/16,00:30:00 GMT,NORMAL,COMPLETED,,,,100,MIN,Minnesota,Timberwolves,84,BRO,Brooklyn,Nets,78,Barclays Center,110,119,33,33,32,33,19,22,26,31
,34042,11/8/16,01:00:00 GMT,NORMAL,COMPLETED,,,,99,DEN,Denver,Nuggets,107,MEM,Memphis,Grizzlies,100,FedEx Forum,107,108,26,26,30,30,20,23,31,29
,34043,11/8/16,03:00:00 GMT,NORMAL,COMPLETED,,,,104,PHX,Phoenix,Suns,97,POR,Portland,Trail Blazers,91,Moda Center,121,124,25,42,30,21,27,26,39,35
,34044,11/8/16,03:30:00 GMT,NORMAL,COMPLETED,,,,108,DAL,Dallas,Mavericks,105,LAL,Los Angeles,Lakers,25,Staples Center,109,97,25,27,33,27,25,23,26,20
,34045,11/8/16,03:30:00 GMT,NORMAL,COMPLETED,,,,110,NOP,New Orleans,Pelicans,103,SAC,Sacramento,Kings,97,Sleep Train Arena,94,102,26,33,20,20,24,23,24,26
,34046,11/9/16,00:00:00 GMT,NORMAL,COMPLETED,,,,84,BRO,Brooklyn,Nets,83,NYK,New York,Knicks,12,Madison Square Garden,96,110,29,19,26,31,16,22,25,38
,34047,11/9/16,00:00:00 GMT,NORMAL,COMPLETED,,,,82,BOS,Boston,Celtics,94,WAS,Washington,Wizards,13,Verizon Center,93,118,8,34,35,24,26,31,24,29
,34048,11/9/16,00:00:00 GMT,NORMAL,COMPLETED,,,,98,UTA,Utah,Jazz,93,CHA,Charlotte,Hornets,87,Spectrum Center,98,104,32,24,26,27,20,25,20,28
,34049,11/9/16,00:00:00 GMT,NORMAL,COMPLETED,,,,100,MIN,Minnesota,Timberwolves,95,ORL,Orlando,Magic,89,Amway Center,123,107,39,17,35,30,23,30,26,30
,34050,11/9/16,00:00:00 GMT,NORMAL,COMPLETED,,,,85,PHI,Philadelphia,76ers,87,IND,Indiana,Pacers,81,Bankers Life Fieldhouse,115,122,26,31,34,23,24,30,25,25
,34051,11/9/16,00:30:00 GMT,NORMAL,COMPLETED,,,,89,CHI,Chicago,Bulls,91,ATL,Atlanta,Hawks,20,Philips Arena,107,115,27,35,34,33,27,26,19,21
,34052,11/9/16,01:00:00 GMT,NORMAL,COMPLETED,,,,81,TOR,Toronto,Raptors,96,OKL,Oklahoma City,Thunder,90,Chesapeake Energy Arena,112,102,20,27,42,28,26,20,24,27
,34053,11/9/16,02:00:00 GMT,NORMAL,COMPLETED,,,,88,DET,Detroit,Pistons,104,PHX,Phoenix,Suns,98,Talking Stick Resort Arena,100,107,28,19,23,35,25,27,24,26
,34054,11/9/16,02:30:00 GMT,NORMAL,COMPLETED,,,,109,HOU,Houston,Rockets,106,SAS,San Antonio,Spurs,99,AT&T Center,101,99,33,24,30,36,22,20,16,19
,34055,11/9/16,03:30:00 GMT,NORMAL,COMPLETED,,,,97,POR,Portland,Trail Blazers,102,LAC,Los Angeles,Clippers,25,Staples Center,80,111,16,36,16,25,18,32,30,18
,34056,11/9/16,03:30:00 GMT,NORMAL,COMPLETED,,,,108,DAL,Dallas,Mavericks,101,GSW,Golden State,Warriors,95,Oracle Arena,95,116,15,34,21,33,32,17,27,32
,34057,11/10/16,01:00:00 GMT,NORMAL,COMPLETED,,,,110,NOP,New Orleans,Pelicans,90,MIL,Milwaukee,Bucks,84,BMO Bradley Harris Center,112,106,26,27,35,27,27,27,24,25
,34058,11/10/16,01:00:00 GMT,NORMAL,COMPLETED,,,,89,CHI,Chicago,Bulls,92,MIA,Miami,Heat,86,American Airlines Arena,98,95,23,22,30,31,17,17,28,25
,34059,11/10/16,02:00:00 GMT,NORMAL,COMPLETED,,,,101,GSW,Golden State,Warriors,99,DEN,Denver,Nuggets,19,Pepsi Center,125,101,38,19,27,32,34,24,26,26
,34060,11/10/16,03:30:00 GMT,NORMAL,COMPLETED,,,,105,LAL,Los Angeles,Lakers,103,SAC,Sacramento,Kings,97,Sleep Train Arena,101,91,16,30,29,25,25,18,31,18
,34061,11/11/16,00:00:00 GMT,NORMAL,COMPLETED,,,,87,IND,Indiana,Pacers,85,PHI,Philadelphia,76ers,29,Wells Fargo Center,105,109,27,21,25,30,20,25,28,24
,34062,11/11/16,00:00:00 GMT,NORMAL,COMPLETED,,,,86,CLE,Cleveland,Cavaliers,94,WAS,Washington,Wizards,13,Verizon Center,105,94,26,31,32,25,26,19,21,19
,34063,11/11/16,00:00:00 GMT,NORMAL,COMPLETED,,,,81,TOR,Toronto,Raptors,93,CHA,Charlotte,Hornets,87,Spectrum Center,113,111,28,27,30,17,21,38,34,29
,34064,11/11/16,00:00:00 GMT,NORMAL,COMPLETED,,,,98,UTA,Utah,Jazz,95,ORL,Orlando,Magic,89,Amway Center,87,74,23,17,19,21,18,26,27,10
,34065,11/11/16,00:30:00 GMT,NORMAL,COMPLETED,,,,83,NYK,New York,Knicks,82,BOS,Boston,Celtics,27,TD Garden,87,115,27,31,24,30,22,25,14,29
,34066,11/11/16,01:00:00 GMT,NORMAL,COMPLETED,,,,102,LAC,Los Angeles,Clippers,96,OKL,Oklahoma City,Thunder,90,Chesapeake Energy Arena,110,108,16,24,34,26,32,24,28,34
,34067,11/11/16,01:30:00 GMT,NORMAL,COMPLETED,,,,88,DET,Detroit,Pistons,106,SAS,San Antonio,Spurs,99,AT&T Center,86,96,26,28,26,21,15,26,19,21
,34068,11/11/16,03:00:00 GMT,NORMAL,COMPLETED,,,,103,SAC,Sacramento,Kings,97,POR,Portland,Trail Blazers,91,Moda Center,120,122,31,35,26,27,26,22,23,22
,34069,11/12/16,00:00:00 GMT,NORMAL,COMPLETED,,,,105,LAL,Los Angeles,Lakers,110,NOP,New Orleans,Pelicans,103,Smoothie King Center,126,99,30,26,25,30,29,15,42,28
,34070,11/12/16,00:00:00 GMT,NORMAL,COMPLETED,,,,82,BOS,Boston,Celtics,87,IND,Indiana,Pacers,81,Bankers Life Fieldhouse,105,99,24,31,24,14,31,31,26,23
,34071,11/12/16,00:30:00 GMT,NORMAL,COMPLETED,,,,83,NYK,New York,Knicks,81,TOR,Toronto,Raptors,1,Air Canada Center,107,118,28,24,28,29,29,34,22,31
,34072,11/12/16,00:30:00 GMT,NORMAL,COMPLETED,,,,85,PHI,Philadelphia,76ers,91,ATL,Atlanta,Hawks,20,Philips Arena,96,117,27,23,21,36,30,28,18,30
,34073,11/12/16,01:00:00 GMT,NORMAL,COMPLETED,,,,94,WAS,Washington,Wizards,89,CHI,Chicago,Bulls,10,KeyBank Center,95,106,27,28,29,25,14,28,25,25
,34074,11/12/16,01:00:00 GMT,NORMAL,COMPLETED,,,,106,SAS,San Antonio,Spurs,109,HOU,Houston,Rockets,102,Toyota Center,106,100,26,22,23,18,33,30,24,30
,34075,11/12/16,01:00:00 GMT,NORMAL,COMPLETED,,,,102,LAC,Los Angeles,Clippers,100,MIN,Minnesota,Timberwolves,94,Target Center,119,105,34,21,26,30,28,22,31,32
,34076,11/12/16,01:00:00 GMT,NORMAL,COMPLETED,,,,98,UTA,Utah,Jazz,92,MIA,Miami,Heat,86,American Airlines Arena,102,91,23,21,29,26,24,12,26,32
,34077,11/12/16,01:30:00 GMT,NORMAL,COMPLETED,,,,107,MEM,Memphis,Grizzlies,90,MIL,Milwaukee,Bucks,84,BMO Bradley Harris Center,96,106,19,24,20,20,31,31,26,31
