#Date/Time of Update: 2019-10-18 5:45:30 GMT,#Team ID,#Team Abbr.,#Team City,#Team Name,#GamesPlayed,#Fg2PtAtt,#Fg2PtAttPerGame,#Fg2PtMade,#Fg2PtMadePerGame,#Fg2PtPct,#Fg3PtAtt,#Fg3PtAttPerGame,#Fg3PtMade,#Fg3PtMadePerGame,#Fg3PtPct,#FgAtt,#FgAttPerGame,#FgMade,#FgMadePerGame,#FgPct,#FtAtt,#FtAttPerGame,#FtMade,#FtMadePerGame,#FtPct,#OffReb,#OffRebPerGame,#DefReb,#DefRebPerGame,#Reb,#RebPerGame,#Ast,#AstPerGame,#Pts,#PtsPerGame,#Tov,#TovPerGame,#Stl,#StlPerGame,#Blk,#BlkPerGame,#BlkAgainst,#BlkAgainstPerGame,#PtsAgainst,#PtsAgainstPerGame,#Fouls,#FoulsPerGame,#FoulPers,#FoulPersPerGame,#FoulTech,#FoulTechPerGame,#PlusMinus,#PlusMinusPerGame,#FoulsDrawn,#FoulsDrawnPerGame,#FoulPersDrawn,#FoulPersDrawnPerGame,#FoulTechDrawn,#FoulTechDrawnPerGame,#FoulFlag1,#FoulFlag1PerGame,#FoulFlag1Drawn,#FoulFlag1DrawnPerGame,#FoulFlag2,#FoulFlag2PerGame,#FoulFlag2Drawn,#FoulFlag2DrawnPerGame,#Ejections,#Wins,#Losses,#WinPct,#GamesBack
,109,HOU,Houston,Rockets,82,3443,42.0,1895,23.1,55.0,3721,45.4,1323,16.1,35.6,7164,87.4,3218,39.2,44.9,2001,24.4,1582,19.3,79.1,894,10.9,2632,32.1,3527,43.0,1741,21.2,9341,113.9,1035,12.6,700,8.5,404,4.9,370,4.5,8950,109.1,1853,22.6,1804,22.0,1804,0.5,391,4.8,1640,20.0,1640,20.0,5,0.1,1,0.0,0,0.0,0,0.0,0,0.0,0,53,29,0.646,0.0
,87,IND,Indiana,Pacers,82,5126,62.5,2644,32.2,51.6,2111,25.7,791,9.6,37.5,7237,88.3,3435,41.9,47.5,1766,21.5,1331,16.2,75.4,868,10.6,2829,34.5,3697,45.1,2150,26.2,8992,109.7,1102,13.4,726,8.9,414,5.0,433,5.3,8718,106.3,1662,20.3,1622,19.8,1622,0.4,274,3.3,1667,20.3,1667,20.3,7,0.1,1,0.0,0,0.0,3,0.0,0,0.0,3,49,34,0.598,0.0
,102,LAC,Los Angeles,Clippers,82,5055,61.6,2563,31.3,50.7,2119,25.8,821,10.0,38.7,7174,87.5,3384,41.3,47.2,2339,28.5,1852,22.6,79.2,855,10.4,2964,36.1,3819,46.6,1970,24.0,9441,115.1,1130,13.8,560,6.8,385,4.7,503,6.1,9372,114.3,1978,24.1,1914,23.3,1914,0.7,69,0.8,1969,24.0,1969,24.0,4,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,48,34,0.585,0.0
,105,LAL,Los Angeles,Lakers,82,4883,59.5,2644,32.2,54.1,2542,31.0,847,10.3,33.3,7425,90.5,3491,42.6,47.0,1910,23.3,1336,16.3,69.9,860,10.5,2995,36.5,3855,47.0,2096,25.6,9165,111.8,1244,15.2,616,7.5,444,5.4,420,5.1,9306,113.5,1763,21.5,1701,20.7,1701,0.5,-141,-1.7,1705,20.8,1705,20.8,6,0.1,0,0.0,2,0.0,0,0.0,0,0.0,0,37,45,0.451,0.0
,107,MEM,Memphis,Grizzlies,82,4557,55.6,2302,28.1,50.5,2368,28.9,811,9.9,34.2,6925,84.5,3113,38.0,45.0,1882,23.0,1453,17.7,77.2,795,9.7,2726,33.2,3522,43.0,1963,23.9,8490,103.5,1080,13.2,684,8.3,447,5.5,407,5.0,8703,106.1,1856,22.6,1801,22.0,1801,0.5,-213,-2.6,1758,21.4,1758,21.4,5,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,33,49,0.402,0.0
,92,MIA,Miami,Heat,82,4563,55.6,2323,28.3,50.9,2658,32.4,928,11.3,34.9,7221,88.1,3251,39.6,45.0,1782,21.7,1238,15.1,69.5,1017,12.4,2901,35.4,3918,47.8,1991,24.3,8668,105.7,1154,14.1,627,7.6,448,5.5,390,4.8,8687,105.9,1755,21.4,1712,20.9,1712,0.4,-19,-0.2,1653,20.2,1653,20.2,4,0.0,1,0.0,1,0.0,0,0.0,1,0.0,0,39,43,0.476,0.0
,90,MIL,Milwaukee,Bucks,82,4337,52.9,2450,29.9,56.5,3135,38.2,1105,13.5,35.2,7472,91.1,3555,43.4,47.6,1904,23.2,1471,17.9,77.3,812,9.9,3336,40.7,4148,50.6,2136,26.0,9686,118.1,1087,13.3,613,7.5,487,5.9,395,4.8,8959,109.3,1656,20.2,1608,19.6,1608,0.5,727,8.9,1653,20.2,1653,20.2,3,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0,60,22,0.732,0.0
,100,MIN,Minnesota,Timberwolves,82,5127,62.5,2586,31.5,50.4,2357,28.7,827,10.1,35.1,7484,91.3,3413,41.6,45.6,1995,24.3,1570,19.1,78.7,996,12.1,2778,33.9,3775,46.0,2018,24.6,9223,112.5,1032,12.6,683,8.3,411,5.0,455,5.5,9346,114.0,1713,20.9,1664,20.3,1664,0.6,-123,-1.5,1795,21.9,1795,21.9,5,0.1,0,0.0,1,0.0,1,0.0,0,0.0,1,36,46,0.439,0.0
,110,NOP,New Orleans,Pelicans,82,5113,62.4,2739,33.4,53.6,2450,29.9,842,10.3,34.4,7563,92.2,3581,43.7,47.3,1921,23.4,1462,17.8,76.1,983,12.0,2991,36.5,3975,48.5,2216,27.0,9466,115.4,1188,14.5,610,7.4,442,5.4,445,5.4,9575,116.8,1766,21.5,1732,21.1,1732,0.3,-109,-1.3,1721,21.0,1721,21.0,8,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,33,49,0.402,0.0
,83,NYK,New York,Knicks,82,4820,58.8,2311,28.2,47.9,2421,29.5,823,10.0,34.0,7241,88.3,3134,38.2,43.3,1956,23.9,1484,18.1,75.9,948,11.6,2845,34.7,3793,46.3,1646,20.1,8575,104.6,1101,13.4,554,6.8,423,5.2,459,5.6,9330,113.8,1745,21.3,1714,20.9,1714,0.3,-755,-9.2,1708,20.8,1708,20.8,3,0.0,1,0.0,2,0.0,0,0.0,0,0.0,0,17,65,0.207,0.0
,96,OKL,Oklahoma City,Thunder,82,5028,61.3,2565,31.3,51.0,2677,32.6,932,11.4,34.8,7705,94.0,3497,42.6,45.4,2048,25.0,1461,17.8,71.3,1120,13.7,2922,35.6,4043,49.3,1917,23.4,9387,114.5,1119,13.6,765,9.3,426,5.2,417,5.1,9108,111.1,1906,23.2,1838,22.4,1838,0.8,279,3.4,1844,22.5,1844,22.5,4,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0,49,33,0.598,0.0
,95,ORL,Orlando,Magic,82,4674,57.0,2379,29.0,50.9,2633,32.1,937,11.4,35.6,7307,89.1,3316,40.4,45.4,1575,19.2,1231,15.0,78.2,885,10.8,2929,35.7,3815,46.5,2095,25.5,8800,107.3,1035,12.6,543,6.6,448,5.5,363,4.4,8742,106.6,1571,19.2,1526,18.6,1526,0.4,58,0.7,1537,18.7,1537,18.7,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,42,40,0.512,0.0
,85,PHI,Philadelphia,76ers,82,4761,58.1,2518,30.7,52.9,2475,30.2,889,10.8,35.9,7236,88.2,3407,41.5,47.1,2259,27.5,1742,21.2,77.1,966,11.8,3055,37.3,4021,49.0,2207,26.9,9445,115.2,1184,14.4,607,7.4,432,5.3,336,4.1,9224,112.5,1791,21.8,1745,21.3,1745,0.5,221,2.7,1815,22.1,1815,22.1,6,0.1,1,0.0,1,0.0,0,0.0,1,0.0,0,51,31,0.622,0.0
,104,PHX,Phoenix,Suns,82,4763,58.1,2499,30.5,52.5,2400,29.3,790,9.6,32.9,7163,87.4,3289,40.1,45.9,1858,22.7,1447,17.6,77.9,798,9.7,2579,31.5,3377,41.2,1957,23.9,8815,107.5,1246,15.2,734,9.0,419,5.1,411,5.0,9581,116.8,2011,24.5,1932,23.6,1932,0.9,-766,-9.3,1694,20.7,1694,20.7,2,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0,19,63,0.232,0.0
,97,POR,Portland,Trail Blazers,82,4907,59.8,2566,31.3,52.3,2521,30.7,904,11.0,35.9,7428,90.6,3470,42.3,46.7,1914,23.3,1558,19.0,81.4,1014,12.4,2984,36.4,3998,48.8,1887,23.0,9402,114.7,1090,13.3,545,6.6,412,5.0,424,5.2,9058,110.5,1715,20.9,1674,20.4,1674,0.4,344,4.2,1698,20.7,1698,20.7,3,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,53,29,0.646,0.0
,103,SAC,Sacramento,Kings,82,5180,63.2,2614,31.9,50.5,2455,29.9,927,11.3,37.8,7635,93.1,3541,43.2,46.4,1865,22.7,1354,16.5,72.6,961,11.7,2838,34.6,3800,46.3,2083,25.4,9363,114.2,1058,12.9,681,8.3,362,4.4,422,5.1,9455,115.3,1798,21.9,1751,21.4,1751,0.5,-92,-1.1,1753,21.4,1753,21.4,3,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0,39,43,0.476,0.0
,106,SAS,San Antonio,Spurs,82,5177,63.1,2656,32.4,51.3,2071,25.3,812,9.9,39.2,7248,88.4,3468,42.3,47.8,1720,21.0,1408,17.2,81.9,794,9.7,2931,35.7,3725,45.4,2013,24.5,9156,111.7,967,11.8,501,6.1,386,4.7,332,4.0,9018,110.0,1522,18.6,1487,18.1,1487,0.4,138,1.7,1611,19.6,1611,19.6,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,48,34,0.585,0.0
,81,TOR,Toronto,Raptors,82,4534,55.3,2445,29.8,53.9,2770,33.8,1015,12.4,36.6,7304,89.1,3460,42.2,47.4,1803,22.0,1449,17.7,80.4,838,10.2,2940,35.9,3778,46.1,2085,25.4,9384,114.4,1092,13.3,681,8.3,436,5.3,367,4.5,8885,108.4,1790,21.8,1724,21.0,1724,0.6,499,6.1,1681,20.5,1681,20.5,7,0.1,1,0.0,0,0.0,0,0.0,0,0.0,0,58,24,0.707,0.0
,98,UTA,Utah,Jazz,82,4291,52.3,2321,28.3,54.1,2790,34.0,993,12.1,35.6,7081,86.4,3314,40.4,46.8,2092,25.5,1540,18.8,73.6,903,11.0,3018,36.8,3922,47.8,2133,26.0,9161,111.7,1210,14.8,661,8.1,483,5.9,377,4.6,8730,106.5,1784,21.8,1728,21.1,1728,0.6,431,5.3,1835,22.4,1835,22.4,8,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,50,32,0.610,0.0
,94,WAS,Washington,Wizards,82,4656,56.8,2526,30.8,54.3,2732,33.3,930,11.3,34.0,7388,90.1,3456,42.1,46.8,1963,23.9,1508,18.4,76.8,843,10.3,2699,32.9,3542,43.2,2154,26.3,9350,114.0,1118,13.6,686,8.4,380,4.6,377,4.6,9588,116.9,1761,21.5,1702,20.8,1702,0.7,-238,-2.9,1742,21.2,1742,21.2,5,0.1,2,0.0,0,0.0,0,0.0,0,0.0,1,32,50,0.390,0.0
