#Date/Time of Update: 2019-10-18 08:41:20 GMT,#Game ID,#Game Date,#Game Time,#Schedule Status,#Played Status,#Current Period,#Current Period Seconds Remaining,#Current Intermission,#Away Team ID,#Away Team Abbr.,#Away Team City,#Away Team Name,#Home Team ID,#Home Team Abbr.,#Home Team City,#Home Team Name,#Venue ID,#Venue Name,#Away Score,#Home Score Total,#Quarter 1 Away Score,#Quarter 1 Home Score,#Quarter 2 Away Score,#Quarter 2 Home Score,#Quarter 3 Away Score,#Quarter 3 Home Score,#Quarter 4 Away Score,#Quarter 4 Home Score
,47582,10/17/18,02:30:00 GMT,NORMAL,COMPLETED,,,,108,DAL,Dallas,Mavericks,104,PHX,Phoenix,Suns,98,Talking Stick Resort Arena,100,121,24,37,22,19,27,27,27,38
,47583,10/18/18,00:00:00 GMT,NORMAL,COMPLETED,,,,89,CHI,Chicago,Bulls,85,PHI,Philadelphia,76ers,29,Wells Fargo Center,108,127,41,38,17,27,18,37,32,25
,47584,10/18/18,00:00:00 GMT,NORMAL,COMPLETED,,,,92,MIA,Miami,Heat,94,WAS,Washington,Wizards,13,Capital One Arena,113,112,24,25,34,34,27,30,28,23
,47585,10/18/18,02:30:00 GMT,NORMAL,COMPLETED,,,,105,LAL,Los Angeles,Lakers,97,POR,Portland,Trail Blazers,91,Moda Center,119,128,31,34,32,31,28,28,28,35
,47586,10/19/18,23:00:00 GMT,NORMAL,COMPLETED,,,,93,CHA,Charlotte,Hornets,95,ORL,Orlando,Magic,89,Amway Center,120,88,22,10,29,21,31,23,38,34
,47587,10/19/18,23:30:00 GMT,NORMAL,COMPLETED,,,,83,NYK,New York,Knicks,84,BRO,Brooklyn,Nets,78,Barclays Center,105,107,24,33,26,24,26,17,29,33
,47588,10/19/18,00:00:00 GMT,NORMAL,COMPLETED,,,,82,BOS,Boston,Celtics,81,TOR,Toronto,Raptors,1,Scotiabank Arena,101,113,25,18,28,31,26,33,22,31
,47589,10/19/18,00:00:00 GMT,NORMAL,COMPLETED,,,,91,ATL,Atlanta,Hawks,107,MEM,Memphis,Grizzlies,100,FedEx Forum,117,131,33,37,28,40,21,29,35,25
,47590,10/19/18,00:00:00 GMT,NORMAL,COMPLETED,,,,86,CLE,Cleveland,Cavaliers,100,MIN,Minnesota,Timberwolves,94,Target Center,123,131,30,32,24,39,41,33,28,27
,47591,10/19/18,00:00:00 GMT,NORMAL,COMPLETED,,,,103,SAC,Sacramento,Kings,110,NOP,New Orleans,Pelicans,103,Smoothie King Center,129,149,32,40,31,32,27,38,39,39
,47592,10/19/18,00:30:00 GMT,NORMAL,COMPLETED,,,,87,IND,Indiana,Pacers,90,MIL,Milwaukee,Bucks,84,BMO Bradley Harris Center,101,118,25,30,28,32,23,31,25,25
,47593,10/19/18,02:30:00 GMT,NORMAL,COMPLETED,,,,101,GSW,Golden State,Warriors,98,UTA,Utah,Jazz,92,Vivint Smart Home Arena,124,123,32,34,37,47,28,22,27,20
,47594,10/19/18,02:30:00 GMT,NORMAL,COMPLETED,,,,96,OKL,Oklahoma City,Thunder,102,LAC,Los Angeles,Clippers,25,Staples Center,92,108,20,27,26,21,31,23,15,37
,47595,10/20/18,23:00:00 GMT,NORMAL,COMPLETED,,,,84,BRO,Brooklyn,Nets,87,IND,Indiana,Pacers,81,Bankers Life Fieldhouse,112,132,29,33,29,34,27,28,27,37
,47596,10/20/18,23:00:00 GMT,NORMAL,COMPLETED,,,,81,TOR,Toronto,Raptors,94,WAS,Washington,Wizards,13,Capital One Arena,117,113,24,22,33,32,33,28,27,31
,47597,10/20/18,23:30:00 GMT,NORMAL,COMPLETED,,,,82,BOS,Boston,Celtics,83,NYK,New York,Knicks,12,Madison Square Garden,103,101,31,18,19,30,27,22,26,31
,47598,10/20/18,23:30:00 GMT,NORMAL,COMPLETED,,,,95,ORL,Orlando,Magic,85,PHI,Philadelphia,76ers,29,Wells Fargo Center,115,116,32,30,20,33,34,26,29,27
,47599,10/20/18,00:00:00 GMT,NORMAL,COMPLETED,,,,93,CHA,Charlotte,Hornets,92,MIA,Miami,Heat,86,American Airlines Arena,113,112,34,29,38,23,20,30,21,30
,47600,10/20/18,00:00:00 GMT,NORMAL,COMPLETED,,,,88,DET,Detroit,Pistons,89,CHI,Chicago,Bulls,28,United Center,118,116,25,27,35,31,25,26,33,32
,47601,10/20/18,00:30:00 GMT,NORMAL,COMPLETED,,,,100,MIN,Minnesota,Timberwolves,108,DAL,Dallas,Mavericks,2,American Airlines Center,136,140,46,37,23,32,30,28,37,43
,47602,10/20/18,01:00:00 GMT,NORMAL,COMPLETED,,,,104,PHX,Phoenix,Suns,99,DEN,Denver,Nuggets,19,Pepsi Center,91,119,16,30,33,35,30,27,12,27
,47603,10/20/18,02:00:00 GMT,NORMAL,COMPLETED,,,,106,SAS,San Antonio,Spurs,97,POR,Portland,Trail Blazers,91,Moda Center,108,121,22,22,28,37,32,38,26,24
,47604,10/20/18,02:30:00 GMT,NORMAL,COMPLETED,,,,109,HOU,Houston,Rockets,105,LAL,Los Angeles,Lakers,25,Staples Center,124,115,31,28,35,34,32,35,26,18
,47605,10/21/18,22:00:00 GMT,NORMAL,COMPLETED,,,,91,ATL,Atlanta,Hawks,86,CLE,Cleveland,Cavaliers,80,Quicken Loans Arena,133,111,24,34,40,26,28,26,41,25
,47606,10/21/18,23:00:00 GMT,NORMAL,COMPLETED,,,,103,SAC,Sacramento,Kings,96,OKL,Oklahoma City,Thunder,90,Chesapeake Energy Arena,131,120,34,32,34,24,29,34,34,30
,47607,10/21/18,00:00:00 GMT,NORMAL,COMPLETED,,,,101,GSW,Golden State,Warriors,99,DEN,Denver,Nuggets,19,Pepsi Center,98,100,25,17,24,30,21,33,28,20
,47608,10/21/18,01:00:00 GMT,NORMAL,COMPLETED,,,,109,HOU,Houston,Rockets,102,LAC,Los Angeles,Clippers,25,Staples Center,112,115,24,29,29,25,31,39,28,22
,47609,10/22/18,23:30:00 GMT,NORMAL,COMPLETED,,,,95,ORL,Orlando,Magic,82,BOS,Boston,Celtics,27,TD Garden,93,90,28,19,20,26,27,25,18,20
,47610,10/22/18,23:30:00 GMT,NORMAL,COMPLETED,,,,93,CHA,Charlotte,Hornets,81,TOR,Toronto,Raptors,1,Scotiabank Arena,106,127,22,31,25,31,32,35,27,30
,47611,10/22/18,00:00:00 GMT,NORMAL,COMPLETED,,,,83,NYK,New York,Knicks,90,MIL,Milwaukee,Bucks,84,BMO Bradley Harris Center,113,124,29,33,23,38,35,17,26,36
,47612,10/22/18,00:00:00 GMT,NORMAL,COMPLETED,,,,87,IND,Indiana,Pacers,100,MIN,Minnesota,Timberwolves,94,Target Center,91,101,28,25,21,25,24,22,18,29
,47613,10/22/18,00:30:00 GMT,NORMAL,COMPLETED,,,,89,CHI,Chicago,Bulls,108,DAL,Dallas,Mavericks,2,American Airlines Center,109,115,28,31,33,28,23,29,25,27
,47614,10/22/18,01:00:00 GMT,NORMAL,COMPLETED,,,,107,MEM,Memphis,Grizzlies,98,UTA,Utah,Jazz,92,Vivint Smart Home Arena,92,84,19,22,28,24,23,17,22,21
,47615,10/22/18,02:00:00 GMT,NORMAL,COMPLETED,,,,94,WAS,Washington,Wizards,97,POR,Portland,Trail Blazers,91,Moda Center,125,124,28,32,34,30,16,15,33,34
,47616,10/22/18,02:30:00 GMT,NORMAL,COMPLETED,,,,104,PHX,Phoenix,Suns,101,GSW,Golden State,Warriors,95,Oracle Arena,103,123,23,32,24,38,34,36,22,17
,47617,10/22/18,02:30:00 GMT,NORMAL,COMPLETED,,,,106,SAS,San Antonio,Spurs,105,LAL,Los Angeles,Lakers,25,Staples Center,143,142,40,26,25,34,34,36,29,32
,47618,10/23/18,23:00:00 GMT,NORMAL,COMPLETED,,,,85,PHI,Philadelphia,76ers,88,DET,Detroit,Pistons,145,Little Caesars Arena,132,133,28,27,36,34,30,26,26,33
,47619,10/23/18,00:00:00 GMT,NORMAL,COMPLETED,,,,102,LAC,Los Angeles,Clippers,110,NOP,New Orleans,Pelicans,103,Smoothie King Center,109,116,26,27,36,32,22,32,25,25
,47620,10/23/18,01:00:00 GMT,NORMAL,COMPLETED,,,,103,SAC,Sacramento,Kings,99,DEN,Denver,Nuggets,19,Pepsi Center,112,126,26,33,29,35,26,37,31,21
,47621,10/24/18,23:00:00 GMT,NORMAL,COMPLETED,,,,108,DAL,Dallas,Mavericks,91,ATL,Atlanta,Hawks,20,StateFarm Arena,104,111,42,22,16,26,29,32,17,31
,47622,10/24/18,23:00:00 GMT,NORMAL,COMPLETED,,,,84,BRO,Brooklyn,Nets,86,CLE,Cleveland,Cavaliers,80,Quicken Loans Arena,102,86,24,17,21,28,38,17,19,24
,47623,10/24/18,23:30:00 GMT,NORMAL,COMPLETED,,,,83,NYK,New York,Knicks,92,MIA,Miami,Heat,86,American Airlines Arena,87,110,27,16,18,31,20,45,22,18
,47624,10/24/18,23:30:00 GMT,NORMAL,COMPLETED,,,,100,MIN,Minnesota,Timberwolves,81,TOR,Toronto,Raptors,1,Scotiabank Arena,105,112,19,26,29,31,26,26,31,29
,47625,10/24/18,00:00:00 GMT,NORMAL,COMPLETED,,,,93,CHA,Charlotte,Hornets,89,CHI,Chicago,Bulls,28,United Center,110,112,27,24,26,30,29,34,28,24
,47626,10/24/18,00:00:00 GMT,NORMAL,COMPLETED,,,,98,UTA,Utah,Jazz,109,HOU,Houston,Rockets,102,Toyota Center,100,89,24,29,28,15,23,22,25,23
,47627,10/24/18,00:30:00 GMT,NORMAL,COMPLETED,,,,87,IND,Indiana,Pacers,106,SAS,San Antonio,Spurs,99,AT&T Center,116,96,28,22,34,28,26,21,28,25
,47628,10/24/18,01:30:00 GMT,NORMAL,COMPLETED,,,,85,PHI,Philadelphia,76ers,90,MIL,Milwaukee,Bucks,84,BMO Bradley Harris Center,108,123,34,22,30,49,17,21,27,31
,47629,10/24/18,02:00:00 GMT,NORMAL,COMPLETED,,,,105,LAL,Los Angeles,Lakers,104,PHX,Phoenix,Suns,98,Talking Stick Resort Arena,131,113,32,30,44,24,30,32,25,27
,47630,10/24/18,02:00:00 GMT,NORMAL,COMPLETED,,,,107,MEM,Memphis,Grizzlies,103,SAC,Sacramento,Kings,97,Sleep Train Arena,92,97,28,19,24,25,19,27,21,26
,47631,10/24/18,02:30:00 GMT,NORMAL,COMPLETED,,,,94,WAS,Washington,Wizards,101,GSW,Golden State,Warriors,95,Oracle Arena,122,144,37,46,34,34,26,35,25,29
,47632,10/25/18,23:00:00 GMT,NORMAL,COMPLETED,,,,86,CLE,Cleveland,Cavaliers,88,DET,Detroit,Pistons,145,Little Caesars Arena,103,110,27,30,23,28,18,22,35,30
,47633,10/25/18,23:00:00 GMT,NORMAL,COMPLETED,,,,97,POR,Portland,Trail Blazers,95,ORL,Orlando,Magic,89,Amway Center,128,114,33,22,25,26,33,36,37,30
,47634,10/25/18,00:00:00 GMT,NORMAL,COMPLETED,,,,82,BOS,Boston,Celtics,96,OKL,Oklahoma City,Thunder,90,Chesapeake Energy Arena,101,95,16,22,18,28,40,23,27,22
,47635,10/25/18,02:30:00 GMT,NORMAL,COMPLETED,,,,99,DEN,Denver,Nuggets,105,LAL,Los Angeles,Lakers,25,Staples Center,114,121,26,22,31,36,32,29,25,34
,47636,10/26/18,23:00:00 GMT,NORMAL,COMPLETED,,,,89,CHI,Chicago,Bulls,93,CHA,Charlotte,Hornets,87,Spectrum Center,106,135,25,23,29,45,21,34,31,33
,47637,10/26/18,23:30:00 GMT,NORMAL,COMPLETED,,,,101,GSW,Golden State,Warriors,83,NYK,New York,Knicks,12,Madison Square Garden,128,100,25,25,28,28,28,31,47,16
,47638,10/26/18,23:30:00 GMT,NORMAL,COMPLETED,,,,108,DAL,Dallas,Mavericks,81,TOR,Toronto,Raptors,1,Scotiabank Arena,107,116,26,39,34,30,29,23,18,24
,47639,10/26/18,00:00:00 GMT,NORMAL,COMPLETED,,,,102,LAC,Los Angeles,Clippers,109,HOU,Houston,Rockets,102,Toyota Center,133,113,31,30,39,31,26,22,37,30
,47640,10/26/18,00:00:00 GMT,NORMAL,COMPLETED,,,,90,MIL,Milwaukee,Bucks,100,MIN,Minnesota,Timberwolves,94,Target Center,125,95,27,16,36,22,34,29,28,28
,47641,10/26/18,00:00:00 GMT,NORMAL,COMPLETED,,,,84,BRO,Brooklyn,Nets,110,NOP,New Orleans,Pelicans,103,Smoothie King Center,115,117,30,32,36,25,25,31,24,29
,47642,10/26/18,02:00:00 GMT,NORMAL,COMPLETED,,,,94,WAS,Washington,Wizards,103,SAC,Sacramento,Kings,97,Sleep Train Arena,112,116,27,28,34,27,24,24,27,37
,47643,10/27/18,23:00:00 GMT,NORMAL,COMPLETED,,,,82,BOS,Boston,Celtics,88,DET,Detroit,Pistons,145,Little Caesars Arena,109,89,30,21,33,20,21,26,25,22
,47644,10/27/18,23:00:00 GMT,NORMAL,COMPLETED,,,,98,UTA,Utah,Jazz,110,NOP,New Orleans,Pelicans,103,Smoothie King Center,132,111,28,31,36,18,38,33,30,29
,47645,10/27/18,23:30:00 GMT,NORMAL,COMPLETED,,,,89,CHI,Chicago,Bulls,91,ATL,Atlanta,Hawks,20,StateFarm Arena,97,85,22,25,19,19,26,19,30,22
,47646,10/27/18,23:30:00 GMT,NORMAL,COMPLETED,,,,87,IND,Indiana,Pacers,86,CLE,Cleveland,Cavaliers,80,Quicken Loans Arena,119,107,30,30,30,25,28,28,31,24
,47647,10/27/18,23:30:00 GMT,NORMAL,COMPLETED,,,,93,CHA,Charlotte,Hornets,85,PHI,Philadelphia,76ers,29,Wells Fargo Center,103,105,28,32,34,31,23,20,18,22
,47648,10/27/18,00:00:00 GMT,NORMAL,COMPLETED,,,,97,POR,Portland,Trail Blazers,92,MIA,Miami,Heat,86,American Airlines Arena,111,120,22,33,20,24,37,32,32,31
,47649,10/27/18,00:00:00 GMT,NORMAL,COMPLETED,,,,104,PHX,Phoenix,Suns,107,MEM,Memphis,Grizzlies,100,FedEx Forum,96,117,18,26,25,42,28,19,25,30
,47650,10/27/18,00:30:00 GMT,NORMAL,COMPLETED,,,,95,ORL,Orlando,Magic,90,MIL,Milwaukee,Bucks,84,BMO Bradley Harris Center,91,113,25,30,26,35,17,28,23,20
,47651,10/27/18,00:30:00 GMT,NORMAL,COMPLETED,,,,105,LAL,Los Angeles,Lakers,106,SAS,San Antonio,Spurs,99,AT&T Center,106,110,36,29,24,25,28,33,18,23
,47652,10/28/18,21:00:00 GMT,NORMAL,COMPLETED,,,,101,GSW,Golden State,Warriors,84,BRO,Brooklyn,Nets,78,Barclays Center,120,114,32,29,31,20,30,28,27,37
,47653,10/28/18,23:00:00 GMT,NORMAL,COMPLETED,,,,98,UTA,Utah,Jazz,108,DAL,Dallas,Mavericks,2,American Airlines Center,113,104,26,19,24,27,32,31,31,27
,47654,10/28/18,23:00:00 GMT,NORMAL,COMPLETED,,,,104,PHX,Phoenix,Suns,96,OKL,Oklahoma City,Thunder,90,Chesapeake Energy Arena,110,117,20,30,28,32,28,34,34,21
,47655,10/28/18,01:30:00 GMT,NORMAL,COMPLETED,,,,94,WAS,Washington,Wizards,102,LAC,Los Angeles,Clippers,25,Staples Center,104,136,20,28,34,41,23,28,27,39
,47656,10/29/18,23:00:00 GMT,NORMAL,COMPLETED,,,,97,POR,Portland,Trail Blazers,87,IND,Indiana,Pacers,81,Bankers Life Fieldhouse,103,93,23,16,22,33,26,20,32,24
,47657,10/29/18,23:00:00 GMT,NORMAL,COMPLETED,,,,91,ATL,Atlanta,Hawks,85,PHI,Philadelphia,76ers,29,Wells Fargo Center,92,113,25,20,22,27,13,31,32,35
,47658,10/29/18,23:30:00 GMT,NORMAL,COMPLETED,,,,103,SAC,Sacramento,Kings,92,MIA,Miami,Heat,86,American Airlines Arena,123,113,17,28,34,23,43,32,29,30
,47659,10/29/18,23:30:00 GMT,NORMAL,COMPLETED,,,,84,BRO,Brooklyn,Nets,83,NYK,New York,Knicks,12,Madison Square Garden,96,115,26,26,18,26,23,33,29,30
,47660,10/29/18,00:00:00 GMT,NORMAL,COMPLETED,,,,101,GSW,Golden State,Warriors,89,CHI,Chicago,Bulls,28,United Center,149,124,44,28,48,22,33,39,24,35
,47661,10/29/18,00:00:00 GMT,NORMAL,COMPLETED,,,,81,TOR,Toronto,Raptors,90,MIL,Milwaukee,Bucks,84,BMO Bradley Harris Center,109,124,29,30,24,32,27,33,29,29
,47662,10/29/18,00:00:00 GMT,NORMAL,COMPLETED,,,,105,LAL,Los Angeles,Lakers,100,MIN,Minnesota,Timberwolves,94,Target Center,120,124,32,36,34,28,28,29,26,31
,47663,10/29/18,00:30:00 GMT,NORMAL,COMPLETED,,,,108,DAL,Dallas,Mavericks,106,SAS,San Antonio,Spurs,99,AT&T Center,108,113,18,20,27,33,29,23,28,26
,47664,10/29/18,01:00:00 GMT,NORMAL,COMPLETED,,,,110,NOP,New Orleans,Pelicans,99,DEN,Denver,Nuggets,19,Pepsi Center,111,116,24,20,21,38,31,26,35,32
,47665,10/30/18,23:00:00 GMT,NORMAL,COMPLETED,,,,92,MIA,Miami,Heat,93,CHA,Charlotte,Hornets,87,Spectrum Center,113,125,29,31,26,34,18,27,40,33
,47666,10/30/18,23:00:00 GMT,NORMAL,COMPLETED,,,,91,ATL,Atlanta,Hawks,86,CLE,Cleveland,Cavaliers,80,Quicken Loans Arena,114,136,31,35,26,23,30,41,27,37
,47667,10/30/18,23:00:00 GMT,NORMAL,COMPLETED,,,,103,SAC,Sacramento,Kings,95,ORL,Orlando,Magic,89,Amway Center,107,99,26,31,33,25,26,16,22,27
,47668,10/30/18,23:30:00 GMT,NORMAL,COMPLETED,,,,88,DET,Detroit,Pistons,82,BOS,Boston,Celtics,27,TD Garden,105,108,28,31,30,25,13,25,34,27
,47669,10/30/18,23:30:00 GMT,NORMAL,COMPLETED,,,,85,PHI,Philadelphia,76ers,81,TOR,Toronto,Raptors,1,Scotiabank Arena,112,129,26,35,27,32,33,38,26,24
,47670,10/30/18,00:00:00 GMT,NORMAL,COMPLETED,,,,97,POR,Portland,Trail Blazers,109,HOU,Houston,Rockets,102,Toyota Center,104,85,19,15,32,21,34,26,19,23
,47671,10/30/18,00:00:00 GMT,NORMAL,COMPLETED,,,,94,WAS,Washington,Wizards,107,MEM,Memphis,Grizzlies,100,FedEx Forum,95,107,24,22,21,24,27,32,23,29
,47672,10/30/18,00:00:00 GMT,NORMAL,COMPLETED,,,,102,LAC,Los Angeles,Clippers,96,OKL,Oklahoma City,Thunder,90,Chesapeake Energy Arena,110,128,33,25,34,29,10,39,33,35
,47673,10/31/18,23:30:00 GMT,NORMAL,COMPLETED,,,,88,DET,Detroit,Pistons,84,BRO,Brooklyn,Nets,78,Barclays Center,119,120,22,28,38,26,23,23,27,33
,47674,10/31/18,00:00:00 GMT,NORMAL,COMPLETED,,,,87,IND,Indiana,Pacers,83,NYK,New York,Knicks,12,Madison Square Garden,107,101,28,25,22,27,27,29,30,20
,47675,10/31/18,00:00:00 GMT,NORMAL,COMPLETED,,,,99,DEN,Denver,Nuggets,89,CHI,Chicago,Bulls,28,United Center,108,107,28,24,23,24,29,30,18,20
,47676,10/31/18,00:00:00 GMT,NORMAL,COMPLETED,,,,98,UTA,Utah,Jazz,100,MIN,Minnesota,Timberwolves,94,Target Center,125,128,25,32,31,33,40,36,29,27
,47677,10/31/18,02:30:00 GMT,NORMAL,COMPLETED,,,,110,NOP,New Orleans,Pelicans,101,GSW,Golden State,Warriors,95,Oracle Arena,121,131,37,43,26,27,29,37,29,24
,47678,10/31/18,02:30:00 GMT,NORMAL,COMPLETED,,,,108,DAL,Dallas,Mavericks,105,LAL,Los Angeles,Lakers,25,Staples Center,113,114,21,38,38,28,22,28,32,20
,47679,10/31/18,02:30:00 GMT,NORMAL,COMPLETED,,,,106,SAS,San Antonio,Spurs,104,PHX,Phoenix,Suns,98,Talking Stick Resort Arena,120,90,28,15,32,24,34,27,26,24
,47680,11/1/18,23:00:00 GMT,NORMAL,COMPLETED,,,,96,OKL,Oklahoma City,Thunder,93,CHA,Charlotte,Hornets,87,Spectrum Center,111,107,24,22,20,26,29,29,38,30
,47681,11/1/18,23:00:00 GMT,NORMAL,COMPLETED,,,,99,DEN,Denver,Nuggets,86,CLE,Cleveland,Cavaliers,80,Quicken Loans Arena,110,91,15,27,35,15,33,24,27,25
,47682,11/1/18,23:00:00 GMT,NORMAL,COMPLETED,,,,102,LAC,Los Angeles,Clippers,85,PHI,Philadelphia,76ers,29,Wells Fargo Center,113,122,30,34,27,38,29,18,27,32
,47683,11/1/18,23:30:00 GMT,NORMAL,COMPLETED,,,,103,SAC,Sacramento,Kings,91,ATL,Atlanta,Hawks,20,StateFarm Arena,146,115,35,29,34,35,46,23,31,28
,47684,11/1/18,00:00:00 GMT,NORMAL,COMPLETED,,,,90,MIL,Milwaukee,Bucks,82,BOS,Boston,Celtics,27,TD Garden,113,117,16,23,37,32,25,38,35,24
,47685,11/1/18,02:30:00 GMT,NORMAL,COMPLETED,,,,110,NOP,New Orleans,Pelicans,97,POR,Portland,Trail Blazers,91,Moda Center,119,132,31,35,34,35,34,32,20,30
,47686,11/2/18,23:00:00 GMT,NORMAL,COMPLETED,,,,102,LAC,Los Angeles,Clippers,95,ORL,Orlando,Magic,89,Amway Center,120,95,22,22,35,22,30,28,33,23
,47687,11/2/18,23:30:00 GMT,NORMAL,COMPLETED,,,,109,HOU,Houston,Rockets,84,BRO,Brooklyn,Nets,78,Barclays Center,119,111,25,32,31,29,35,25,28,25
,47688,11/2/18,00:00:00 GMT,NORMAL,COMPLETED,,,,96,OKL,Oklahoma City,Thunder,94,WAS,Washington,Wizards,13,Capital One Arena,134,111,35,30,44,20,31,35,24,26
,47689,11/2/18,00:00:00 GMT,NORMAL,COMPLETED,,,,87,IND,Indiana,Pacers,89,CHI,Chicago,Bulls,28,United Center,107,105,22,37,38,21,27,22,20,25
,47690,11/2/18,00:30:00 GMT,NORMAL,COMPLETED,,,,83,NYK,New York,Knicks,108,DAL,Dallas,Mavericks,2,American Airlines Center,118,106,33,27,23,32,33,18,29,29
,47691,11/2/18,01:00:00 GMT,NORMAL,COMPLETED,,,,107,MEM,Memphis,Grizzlies,98,UTA,Utah,Jazz,92,Vivint Smart Home Arena,110,100,29,31,24,29,30,18,27,22
,47692,11/2/18,02:00:00 GMT,NORMAL,COMPLETED,,,,81,TOR,Toronto,Raptors,104,PHX,Phoenix,Suns,98,Talking Stick Resort Arena,107,98,23,26,25,26,29,19,30,27
,47693,11/2/18,02:30:00 GMT,NORMAL,COMPLETED,,,,100,MIN,Minnesota,Timberwolves,101,GSW,Golden State,Warriors,95,Oracle Arena,99,116,32,36,26,25,29,22,12,33
,47694,11/3/18,17:00:00 GMT,NORMAL,COMPLETED,,,,88,DET,Detroit,Pistons,85,PHI,Philadelphia,76ers,29,Wells Fargo Center,99,109,24,30,23,39,25,16,27,24
,47695,11/3/18,23:00:00 GMT,NORMAL,COMPLETED,,,,86,CLE,Cleveland,Cavaliers,93,CHA,Charlotte,Hornets,87,Spectrum Center,94,126,22,30,30,29,21,34,21,33
,47696,11/3/18,23:00:00 GMT,NORMAL,COMPLETED,,,,82,BOS,Boston,Celtics,87,IND,Indiana,Pacers,81,Bankers Life Fieldhouse,101,102,28,18,17,27,27,27,29,30
,47697,11/3/18,23:30:00 GMT,NORMAL,COMPLETED,,,,92,MIA,Miami,Heat,91,ATL,Atlanta,Hawks,20,StateFarm Arena,118,123,31,41,37,33,25,28,25,21
,47698,11/3/18,00:00:00 GMT,NORMAL,COMPLETED,,,,109,HOU,Houston,Rockets,89,CHI,Chicago,Bulls,28,United Center,96,88,27,28,27,28,21,7,21,25
,47699,11/3/18,00:30:00 GMT,NORMAL,COMPLETED,,,,110,NOP,New Orleans,Pelicans,106,SAS,San Antonio,Spurs,99,AT&T Center,95,109,17,24,22,34,29,29,27,22
,47700,11/3/18,01:00:00 GMT,NORMAL,COMPLETED,,,,98,UTA,Utah,Jazz,99,DEN,Denver,Nuggets,19,Pepsi Center,88,103,25,25,21,22,27,21,15,35
,47701,11/3/18,02:00:00 GMT,NORMAL,COMPLETED,,,,105,LAL,Los Angeles,Lakers,97,POR,Portland,Trail Blazers,91,Moda Center,114,110,28,29,28,28,32,16,26,37
,47702,11/4/18,20:30:00 GMT,NORMAL,COMPLETED,,,,103,SAC,Sacramento,Kings,90,MIL,Milwaukee,Bucks,84,BMO Bradley Harris Center,109,144,30,39,20,33,32,36,27,36
,47703,11/4/18,23:00:00 GMT,NORMAL,COMPLETED,,,,85,PHI,Philadelphia,76ers,84,BRO,Brooklyn,Nets,78,Barclays Center,97,122,21,18,26,33,28,41,22,30
