#Date/Time of Update: 2019-10-18 15:42:32 GMT,#Game ID,#Game Date,#Game Time,#Schedule Status,#Played Status,#Current Period,#Current Period Seconds Remaining,#Current Intermission,#Away Team ID,#Away Team Abbr.,#Away Team City,#Away Team Name,#Home Team ID,#Home Team Abbr.,#Home Team City,#Home Team Name,#Venue ID,#Venue Name,#Away Score,#Home Score Total,#Quarter 1 Away Score,#Quarter 1 Home Score,#Quarter 2 Away Score,#Quarter 2 Home Score,#Quarter 3 Away Score,#Quarter 3 Home Score,#Quarter 4 Away Score,#Quarter 4 Home Score,#Quarter 5 Away Score,#Quarter 5 Home Score,#Quarter 6 Away Score,#Quarter 6 Home Score,#Quarter 7 Away Score,#Quarter 7 Home Score
,42124,2017-10-25,23:00:00 GMT,NORMAL,COMPLETED,,,,99,DEN,Denver,Nuggets,93,CHA,Charlotte,Hornets,87,Spectrum Center,93,110,23,27,16,35,29,23,25,25,,,,,,,,,,,,
,42125,2017-10-25,23:00:00 GMT,NORMAL,COMPLETED,,,,100,MIN,Minnesota,Timberwolves,88,DET,Detroit,Pistons,145,Little Caesars Arena,101,122,26,23,18,40,29,28,28,31,,,,,,,,,,,,
,42126,2017-10-25,23:00:00 GMT,NORMAL,COMPLETED,,,,109,HOU,Houston,Rockets,85,PHI,Philadelphia,76ers,29,Wells Fargo Center,105,104,31,33,25,21,23,26,26,24,,,,,,,,,,,,
,42127,2017-10-25,23:30:00 GMT,NORMAL,COMPLETED,,,,86,CLE,Cleveland,Cavaliers,84,BRO,Brooklyn,Nets,78,Barclays Center,107,112,23,26,29,29,21,29,34,28,,,,,,,,,,,,
,42128,2017-10-25,00:00:00 GMT,NORMAL,COMPLETED,,,,87,IND,Indiana,Pacers,96,OKL,Oklahoma City,Thunder,90,Chesapeake Energy Arena,96,114,27,30,21,24,26,32,22,28,,,,,,,,,,,,
,42129,2017-10-25,00:00:00 GMT,NORMAL,COMPLETED,,,,106,SAS,San Antonio,Spurs,92,MIA,Miami,Heat,86,American Airlines Arena,117,100,30,30,26,21,32,22,29,27,,,,,,,,,,,,
,42130,2017-10-25,00:30:00 GMT,NORMAL,COMPLETED,,,,107,MEM,Memphis,Grizzlies,108,DAL,Dallas,Mavericks,2,American Airlines Center,94,103,18,32,31,25,23,22,22,24,,,,,,,,,,,,
,42131,2017-10-25,02:00:00 GMT,NORMAL,COMPLETED,,,,98,UTA,Utah,Jazz,104,PHX,Phoenix,Suns,98,Talking Stick Resort Arena,88,97,13,23,28,25,18,23,29,26,,,,,,,,,,,,
,42132,2017-10-25,02:30:00 GMT,NORMAL,COMPLETED,,,,81,TOR,Toronto,Raptors,101,GSW,Golden State,Warriors,95,Oracle Arena,112,117,26,29,27,32,33,30,26,26,,,,,,,,,,,,
,43365,2017-10-25,02:30:00 GMT,NORMAL,COMPLETED,,,,94,WAS,Washington,Wizards,105,LAL,Los Angeles,Lakers,25,Staples Center,99,102,18,23,31,22,30,24,13,23,7,10,7,10,,,,
,42134,2017-10-26,00:00:00 GMT,NORMAL,COMPLETED,,,,91,ATL,Atlanta,Hawks,89,CHI,Chicago,Bulls,10,KeyBank Center,86,91,20,18,19,19,20,28,27,26,,,,,,,,,,,,
,42135,2017-10-26,00:00:00 GMT,NORMAL,COMPLETED,,,,108,DAL,Dallas,Mavericks,107,MEM,Memphis,Grizzlies,100,FedEx Forum,91,96,14,28,21,26,33,22,23,20,,,,,,,,,,,,
,42136,2017-10-26,00:00:00 GMT,NORMAL,COMPLETED,,,,82,BOS,Boston,Celtics,90,MIL,Milwaukee,Bucks,84,BMO Bradley Harris Center,96,89,28,23,15,21,29,25,24,20,,,,,,,,,,,,
,42137,2017-10-26,02:00:00 GMT,NORMAL,COMPLETED,,,,102,LAC,Los Angeles,Clippers,97,POR,Portland,Trail Blazers,91,Moda Center,104,103,30,24,32,29,18,26,24,24,,,,,,,,,,,,
,42138,2017-10-26,02:30:00 GMT,NORMAL,COMPLETED,,,,110,NOP,New Orleans,Pelicans,103,SAC,Sacramento,Kings,97,Sleep Train Arena,114,106,27,40,29,30,32,17,26,19,,,,,,,,,,,,
,42139,2017-10-27,23:00:00 GMT,NORMAL,COMPLETED,,,,109,HOU,Houston,Rockets,93,CHA,Charlotte,Hornets,87,Spectrum Center,109,93,27,30,29,16,22,28,31,19,,,,,,,,,,,,
,42140,2017-10-27,23:00:00 GMT,NORMAL,COMPLETED,,,,106,SAS,San Antonio,Spurs,95,ORL,Orlando,Magic,89,Amway Center,87,114,18,32,16,29,30,34,23,19,,,,,,,,,,,,
,42141,2017-10-27,23:30:00 GMT,NORMAL,COMPLETED,,,,84,BRO,Brooklyn,Nets,83,NYK,New York,Knicks,12,Madison Square Garden,86,107,28,23,14,24,24,36,20,24,,,,,,,,,,,,
,42142,2017-10-27,23:30:00 GMT,NORMAL,COMPLETED,,,,99,DEN,Denver,Nuggets,91,ATL,Atlanta,Hawks,20,Philips Arena,105,100,26,23,27,29,22,19,30,29,,,,,,,,,,,,
,42143,2017-10-27,00:00:00 GMT,NORMAL,COMPLETED,,,,96,OKL,Oklahoma City,Thunder,100,MIN,Minnesota,Timberwolves,94,Target Center,116,119,33,26,26,33,30,31,27,29,,,,,,,,,,,,
,42144,2017-10-27,02:30:00 GMT,NORMAL,COMPLETED,,,,81,TOR,Toronto,Raptors,105,LAL,Los Angeles,Lakers,25,Staples Center,101,92,19,26,26,25,27,20,29,21,,,,,,,,,,,,
,42145,2017-10-27,02:30:00 GMT,NORMAL,COMPLETED,,,,94,WAS,Washington,Wizards,101,GSW,Golden State,Warriors,95,Oracle Arena,117,120,34,27,33,26,30,34,20,33,,,,,,,,,,,,
,42146,2017-10-28,23:00:00 GMT,NORMAL,COMPLETED,,,,86,CLE,Cleveland,Cavaliers,110,NOP,New Orleans,Pelicans,103,Smoothie King Center,101,123,22,35,30,30,31,24,18,34,,,,,,,,,,,,
,42147,2017-10-28,00:00:00 GMT,NORMAL,COMPLETED,,,,96,OKL,Oklahoma City,Thunder,89,CHI,Chicago,Bulls,10,KeyBank Center,101,69,26,23,24,8,32,22,19,16,,,,,,,,,,,,
,42148,2017-10-28,00:00:00 GMT,NORMAL,COMPLETED,,,,82,BOS,Boston,Celtics,92,MIA,Miami,Heat,86,American Airlines Arena,96,90,21,26,26,19,27,18,22,27,,,,,,,,,,,,
